,Length,Frequency,Accuracy,Outcome_type,Length_type
85,1,4,0.321052631578947,Life-Impact,Short span length
86,1,4,0.321052631578947,Physiological-Clinical,Short span length
87,1,4,0.321052631578947,Life-Impact,Short span length
88,1,4,0.321052631578947,Physiological-Clinical,Short span length
89,1,4,0.321052631578947,Physiological-Clinical,Short span length
90,1,4,0.321052631578947,Resource-use,Short span length
91,1,4,0.321052631578947,Life-Impact,Short span length
92,1,4,0.321052631578947,Physiological-Clinical,Short span length
93,1,4,0.321052631578947,Life-Impact,Short span length
94,1,3,0.354938271604938,Life-Impact,Short span length
95,1,3,0.354938271604938,Physiological-Clinical,Short span length
96,1,3,0.354938271604938,Physiological-Clinical,Short span length
97,1,3,0.354938271604938,Life-Impact,Short span length
98,1,3,0.354938271604938,Life-Impact,Short span length
99,1,3,0.354938271604938,Life-Impact,Short span length
100,1,3,0.354938271604938,Resource-use,Short span length
101,1,3,0.354938271604938,Life-Impact,Short span length
102,1,3,0.354938271604938,Life-Impact,Short span length
103,1,3,0.354938271604938,Physiological-Clinical,Short span length
104,1,3,0.354938271604938,Physiological-Clinical,Short span length
105,1,3,0.354938271604938,Physiological-Clinical,Short span length
106,1,3,0.354938271604938,Physiological-Clinical,Short span length
107,1,3,0.354938271604938,Physiological-Clinical,Short span length
108,1,3,0.354938271604938,Physiological-Clinical,Short span length
109,1,3,0.354938271604938,Life-Impact,Short span length
110,1,3,0.354938271604938,Physiological-Clinical,Short span length
111,1,3,0.354938271604938,Physiological-Clinical,Short span length
112,1,3,0.354938271604938,Life-Impact,Short span length
113,1,3,0.354938271604938,Physiological-Clinical,Short span length
114,1,3,0.354938271604938,Physiological-Clinical,Short span length
115,1,3,0.354938271604938,Resource-use,Short span length
116,1,3,0.354938271604938,Physiological-Clinical,Short span length
117,1,3,0.354938271604938,Physiological-Clinical,Short span length
118,1,3,0.354938271604938,Physiological-Clinical,Short span length
119,1,3,0.354938271604938,Physiological-Clinical,Short span length
120,1,3,0.354938271604938,Physiological-Clinical,Short span length
121,1,3,0.354938271604938,Physiological-Clinical,Short span length
122,1,3,0.354938271604938,Physiological-Clinical,Short span length
123,1,3,0.354938271604938,Physiological-Clinical,Short span length
124,1,3,0.354938271604938,Life-Impact,Short span length
125,1,3,0.354938271604938,Physiological-Clinical,Short span length
126,1,3,0.354938271604938,Physiological-Clinical,Short span length
127,1,3,0.354938271604938,Life-Impact,Short span length
128,1,3,0.354938271604938,Physiological-Clinical,Short span length
129,1,3,0.354938271604938,Life-Impact,Short span length
130,1,3,0.354938271604938,Mortality,Short span length
131,1,3,0.354938271604938,Physiological-Clinical,Short span length
132,1,3,0.354938271604938,Mortality,Short span length
133,1,3,0.354938271604938,Physiological-Clinical,Short span length
134,1,3,0.354938271604938,Physiological-Clinical,Short span length
135,1,3,0.354938271604938,Life-Impact,Short span length
136,1,3,0.354938271604938,Physiological-Clinical,Short span length
137,1,3,0.354938271604938,Physiological-Clinical,Short span length
138,1,3,0.354938271604938,Life-Impact,Short span length
139,1,3,0.354938271604938,Life-Impact,Short span length
140,1,3,0.354938271604938,Physiological-Clinical,Short span length
141,1,3,0.354938271604938,Adverse-effects,Short span length
142,1,3,0.354938271604938,Physiological-Clinical,Short span length
143,1,3,0.354938271604938,Physiological-Clinical,Short span length
144,1,3,0.354938271604938,Physiological-Clinical,Short span length
145,1,3,0.354938271604938,Life-Impact,Short span length
146,1,3,0.354938271604938,Life-Impact,Short span length
147,1,3,0.354938271604938,Physiological-Clinical,Short span length
148,1,3,0.354938271604938,Life-Impact,Short span length
149,1,3,0.354938271604938,Physiological-Clinical,Short span length
150,1,3,0.354938271604938,Physiological-Clinical,Short span length
151,1,3,0.354938271604938,Physiological-Clinical,Short span length
152,1,3,0.354938271604938,Physiological-Clinical,Short span length
153,1,3,0.354938271604938,Physiological-Clinical,Short span length
154,1,2,0.221115537848606,Physiological-Clinical,Short span length
155,1,2,0.221115537848606,Life-Impact,Short span length
156,1,2,0.221115537848606,Physiological-Clinical,Short span length
157,1,2,0.221115537848606,Physiological-Clinical,Short span length
158,1,2,0.221115537848606,Physiological-Clinical,Short span length
159,1,2,0.221115537848606,Physiological-Clinical,Short span length
160,1,2,0.221115537848606,Physiological-Clinical,Short span length
161,1,2,0.221115537848606,Physiological-Clinical,Short span length
162,1,2,0.221115537848606,Physiological-Clinical,Short span length
163,1,2,0.221115537848606,Physiological-Clinical,Short span length
164,1,2,0.221115537848606,Physiological-Clinical,Short span length
165,1,2,0.221115537848606,Mortality,Short span length
166,1,2,0.221115537848606,Physiological-Clinical,Short span length
167,1,2,0.221115537848606,Physiological-Clinical,Short span length
168,1,2,0.221115537848606,Physiological-Clinical,Short span length
169,1,2,0.221115537848606,Physiological-Clinical,Short span length
170,1,2,0.221115537848606,Life-Impact,Short span length
171,1,2,0.221115537848606,Physiological-Clinical,Short span length
172,1,2,0.221115537848606,Physiological-Clinical,Short span length
173,1,2,0.221115537848606,Physiological-Clinical,Short span length
174,1,2,0.221115537848606,Physiological-Clinical,Short span length
175,1,2,0.221115537848606,Adverse-effects,Short span length
176,1,2,0.221115537848606,Life-Impact,Short span length
177,1,2,0.221115537848606,Physiological-Clinical,Short span length
178,1,2,0.221115537848606,Physiological-Clinical,Short span length
179,1,2,0.221115537848606,Physiological-Clinical,Short span length
180,1,2,0.221115537848606,Physiological-Clinical,Short span length
181,1,2,0.221115537848606,Physiological-Clinical,Short span length
182,1,2,0.221115537848606,Physiological-Clinical,Short span length
183,1,2,0.221115537848606,Physiological-Clinical,Short span length
184,1,2,0.221115537848606,Life-Impact,Short span length
185,1,2,0.221115537848606,Life-Impact,Short span length
186,1,2,0.221115537848606,Physiological-Clinical,Short span length
187,1,2,0.221115537848606,Physiological-Clinical,Short span length
188,1,2,0.221115537848606,Life-Impact,Short span length
189,1,2,0.221115537848606,Resource-use,Short span length
190,1,2,0.221115537848606,Physiological-Clinical,Short span length
191,1,2,0.221115537848606,Life-Impact,Short span length
192,1,2,0.221115537848606,Physiological-Clinical,Short span length
193,1,2,0.221115537848606,Physiological-Clinical,Short span length
194,1,2,0.221115537848606,Physiological-Clinical,Short span length
195,1,2,0.221115537848606,Physiological-Clinical,Short span length
196,1,2,0.221115537848606,Physiological-Clinical,Short span length
197,1,2,0.221115537848606,Physiological-Clinical,Short span length
198,1,2,0.221115537848606,Physiological-Clinical,Short span length
199,1,2,0.221115537848606,Physiological-Clinical,Short span length
200,1,2,0.221115537848606,Physiological-Clinical,Short span length
201,1,2,0.221115537848606,Physiological-Clinical,Short span length
202,1,2,0.221115537848606,Physiological-Clinical,Short span length
203,1,2,0.221115537848606,Resource-use,Short span length
204,1,2,0.221115537848606,Physiological-Clinical,Short span length
205,1,2,0.221115537848606,Life-Impact,Short span length
206,1,2,0.221115537848606,Physiological-Clinical,Short span length
207,1,2,0.221115537848606,Physiological-Clinical,Short span length
208,1,2,0.221115537848606,Life-Impact,Short span length
209,1,2,0.221115537848606,Life-Impact,Short span length
210,1,2,0.221115537848606,Life-Impact,Short span length
211,1,2,0.221115537848606,Physiological-Clinical,Short span length
212,1,2,0.221115537848606,Physiological-Clinical,Short span length
213,1,2,0.221115537848606,Physiological-Clinical,Short span length
214,1,2,0.221115537848606,Physiological-Clinical,Short span length
215,1,2,0.221115537848606,Physiological-Clinical,Short span length
216,1,2,0.221115537848606,Physiological-Clinical,Short span length
217,1,2,0.221115537848606,Life-Impact,Short span length
218,1,2,0.221115537848606,Physiological-Clinical,Short span length
219,1,2,0.221115537848606,Resource-use,Short span length
220,1,2,0.221115537848606,Life-Impact,Short span length
221,1,2,0.221115537848606,Life-Impact,Short span length
222,1,2,0.221115537848606,Life-Impact,Short span length
223,1,2,0.221115537848606,Physiological-Clinical,Short span length
224,1,2,0.221115537848606,Life-Impact,Short span length
225,1,2,0.221115537848606,Physiological-Clinical,Short span length
226,1,2,0.221115537848606,Physiological-Clinical,Short span length
227,1,2,0.221115537848606,Physiological-Clinical,Short span length
228,1,2,0.221115537848606,Physiological-Clinical,Short span length
229,1,2,0.221115537848606,Physiological-Clinical,Short span length
230,1,2,0.221115537848606,Physiological-Clinical,Short span length
231,1,2,0.221115537848606,Physiological-Clinical,Short span length
232,1,2,0.221115537848606,Physiological-Clinical,Short span length
233,1,2,0.221115537848606,Physiological-Clinical,Short span length
234,1,2,0.221115537848606,Physiological-Clinical,Short span length
235,1,2,0.221115537848606,Life-Impact,Short span length
236,1,2,0.221115537848606,Life-Impact,Short span length
237,1,2,0.221115537848606,Life-Impact,Short span length
238,1,2,0.221115537848606,Physiological-Clinical,Short span length
239,1,2,0.221115537848606,Life-Impact,Short span length
240,1,2,0.221115537848606,Life-Impact,Short span length
241,1,2,0.221115537848606,Physiological-Clinical,Short span length
242,1,2,0.221115537848606,Physiological-Clinical,Short span length
243,1,2,0.221115537848606,Physiological-Clinical,Short span length
244,1,2,0.221115537848606,Life-Impact,Short span length
245,1,2,0.221115537848606,Physiological-Clinical,Short span length
246,1,2,0.221115537848606,Physiological-Clinical,Short span length
247,1,2,0.221115537848606,Resource-use,Short span length
248,1,2,0.221115537848606,Resource-use,Short span length
249,1,2,0.221115537848606,Physiological-Clinical,Short span length
250,1,2,0.221115537848606,Physiological-Clinical,Short span length
251,1,2,0.221115537848606,Physiological-Clinical,Short span length
252,1,2,0.221115537848606,Physiological-Clinical,Short span length
253,1,2,0.221115537848606,Life-Impact,Short span length
254,1,2,0.221115537848606,Physiological-Clinical,Short span length
255,1,2,0.221115537848606,Physiological-Clinical,Short span length
256,1,2,0.221115537848606,Physiological-Clinical,Short span length
257,1,2,0.221115537848606,Life-Impact,Short span length
258,1,2,0.221115537848606,Physiological-Clinical,Short span length
259,1,2,0.221115537848606,Physiological-Clinical,Short span length
260,1,2,0.221115537848606,Physiological-Clinical,Short span length
261,1,2,0.221115537848606,Life-Impact,Short span length
262,1,2,0.221115537848606,Life-Impact,Short span length
263,1,2,0.221115537848606,Physiological-Clinical,Short span length
264,1,2,0.221115537848606,Physiological-Clinical,Short span length
265,1,2,0.221115537848606,Physiological-Clinical,Short span length
266,1,2,0.221115537848606,Physiological-Clinical,Short span length
267,1,2,0.221115537848606,Physiological-Clinical,Short span length
268,1,2,0.221115537848606,Physiological-Clinical,Short span length
269,1,2,0.221115537848606,Physiological-Clinical,Short span length
270,1,2,0.221115537848606,Life-Impact,Short span length
271,1,2,0.221115537848606,Physiological-Clinical,Short span length
272,1,2,0.221115537848606,Physiological-Clinical,Short span length
273,1,2,0.221115537848606,Physiological-Clinical,Short span length
274,1,2,0.221115537848606,Physiological-Clinical,Short span length
275,1,2,0.221115537848606,Physiological-Clinical,Short span length
276,1,2,0.221115537848606,Physiological-Clinical,Short span length
277,1,2,0.221115537848606,Physiological-Clinical,Short span length
278,1,2,0.221115537848606,Physiological-Clinical,Short span length
279,1,2,0.221115537848606,Life-Impact,Short span length
280,1,1,0.169633507853403,Physiological-Clinical,Short span length
281,1,1,0.169633507853403,Physiological-Clinical,Short span length
282,1,1,0.169633507853403,Physiological-Clinical,Short span length
283,1,1,0.169633507853403,Life-Impact,Short span length
284,1,1,0.169633507853403,Life-Impact,Short span length
285,1,1,0.169633507853403,Physiological-Clinical,Short span length
286,1,1,0.169633507853403,Life-Impact,Short span length
287,1,1,0.169633507853403,Life-Impact,Short span length
288,1,1,0.169633507853403,Life-Impact,Short span length
289,1,1,0.169633507853403,Physiological-Clinical,Short span length
290,1,1,0.169633507853403,Physiological-Clinical,Short span length
291,1,1,0.169633507853403,Physiological-Clinical,Short span length
292,1,1,0.169633507853403,Physiological-Clinical,Short span length
293,1,1,0.169633507853403,Life-Impact,Short span length
294,1,1,0.169633507853403,Life-Impact,Short span length
295,1,1,0.169633507853403,Physiological-Clinical,Short span length
296,1,1,0.169633507853403,Physiological-Clinical,Short span length
297,1,1,0.169633507853403,Physiological-Clinical,Short span length
298,1,1,0.169633507853403,Physiological-Clinical,Short span length
299,1,1,0.169633507853403,Physiological-Clinical,Short span length
300,1,1,0.169633507853403,Physiological-Clinical,Short span length
301,1,1,0.169633507853403,Life-Impact,Short span length
302,1,1,0.169633507853403,Life-Impact,Short span length
303,1,1,0.169633507853403,Physiological-Clinical,Short span length
304,1,1,0.169633507853403,Physiological-Clinical,Short span length
305,1,1,0.169633507853403,Physiological-Clinical,Short span length
306,1,1,0.169633507853403,Physiological-Clinical,Short span length
307,1,1,0.169633507853403,Physiological-Clinical,Short span length
308,1,1,0.169633507853403,Life-Impact,Short span length
309,1,1,0.169633507853403,Adverse-effects,Short span length
310,1,1,0.169633507853403,Physiological-Clinical,Short span length
311,1,1,0.169633507853403,Physiological-Clinical,Short span length
312,1,1,0.169633507853403,Physiological-Clinical,Short span length
313,1,1,0.169633507853403,Physiological-Clinical,Short span length
314,1,1,0.169633507853403,Physiological-Clinical,Short span length
315,1,1,0.169633507853403,Life-Impact,Short span length
316,1,1,0.169633507853403,Physiological-Clinical,Short span length
317,1,1,0.169633507853403,Physiological-Clinical,Short span length
318,1,1,0.169633507853403,Physiological-Clinical,Short span length
319,1,1,0.169633507853403,Physiological-Clinical,Short span length
320,1,1,0.169633507853403,Physiological-Clinical,Short span length
321,1,1,0.169633507853403,Life-Impact,Short span length
322,1,1,0.169633507853403,Life-Impact,Short span length
323,1,1,0.169633507853403,Life-Impact,Short span length
324,1,1,0.169633507853403,Life-Impact,Short span length
325,1,1,0.169633507853403,Physiological-Clinical,Short span length
326,1,1,0.169633507853403,Physiological-Clinical,Short span length
327,1,1,0.169633507853403,Physiological-Clinical,Short span length
328,1,1,0.169633507853403,Physiological-Clinical,Short span length
329,1,1,0.169633507853403,Physiological-Clinical,Short span length
330,1,1,0.169633507853403,Physiological-Clinical,Short span length
331,1,1,0.169633507853403,Physiological-Clinical,Short span length
332,1,1,0.169633507853403,Physiological-Clinical,Short span length
333,1,1,0.169633507853403,Physiological-Clinical,Short span length
334,1,1,0.169633507853403,Physiological-Clinical,Short span length
335,1,1,0.169633507853403,Physiological-Clinical,Short span length
336,1,1,0.169633507853403,Mortality,Short span length
337,1,1,0.169633507853403,Physiological-Clinical,Short span length
338,1,1,0.169633507853403,Mortality,Short span length
339,1,1,0.169633507853403,Physiological-Clinical,Short span length
340,1,1,0.169633507853403,Physiological-Clinical,Short span length
341,1,1,0.169633507853403,Physiological-Clinical,Short span length
342,1,1,0.169633507853403,Physiological-Clinical,Short span length
343,1,1,0.169633507853403,Physiological-Clinical,Short span length
344,1,1,0.169633507853403,Life-Impact,Short span length
345,1,1,0.169633507853403,Physiological-Clinical,Short span length
346,1,1,0.169633507853403,Physiological-Clinical,Short span length
347,1,1,0.169633507853403,Physiological-Clinical,Short span length
348,1,1,0.169633507853403,Physiological-Clinical,Short span length
349,1,1,0.169633507853403,Life-Impact,Short span length
350,1,1,0.169633507853403,Life-Impact,Short span length
351,1,1,0.169633507853403,Life-Impact,Short span length
352,1,1,0.169633507853403,Physiological-Clinical,Short span length
353,1,1,0.169633507853403,Physiological-Clinical,Short span length
354,1,1,0.169633507853403,Physiological-Clinical,Short span length
355,1,1,0.169633507853403,Resource-use,Short span length
356,1,1,0.169633507853403,Life-Impact,Short span length
357,1,1,0.169633507853403,Physiological-Clinical,Short span length
358,1,1,0.169633507853403,Physiological-Clinical,Short span length
359,1,1,0.169633507853403,Physiological-Clinical,Short span length
360,1,1,0.169633507853403,Physiological-Clinical,Short span length
361,1,1,0.169633507853403,Physiological-Clinical,Short span length
362,1,1,0.169633507853403,Physiological-Clinical,Short span length
363,1,1,0.169633507853403,Physiological-Clinical,Short span length
364,1,1,0.169633507853403,Physiological-Clinical,Short span length
365,1,1,0.169633507853403,Physiological-Clinical,Short span length
366,1,1,0.169633507853403,Physiological-Clinical,Short span length
367,1,1,0.169633507853403,Physiological-Clinical,Short span length
368,1,1,0.169633507853403,Life-Impact,Short span length
369,1,1,0.169633507853403,Life-Impact,Short span length
370,1,1,0.169633507853403,Life-Impact,Short span length
371,1,1,0.169633507853403,Life-Impact,Short span length
372,1,1,0.169633507853403,Physiological-Clinical,Short span length
373,1,1,0.169633507853403,Physiological-Clinical,Short span length
374,1,1,0.169633507853403,Physiological-Clinical,Short span length
375,1,1,0.169633507853403,Physiological-Clinical,Short span length
376,1,1,0.169633507853403,Physiological-Clinical,Short span length
377,1,1,0.169633507853403,Physiological-Clinical,Short span length
378,1,1,0.169633507853403,Physiological-Clinical,Short span length
379,1,1,0.169633507853403,Physiological-Clinical,Short span length
380,1,1,0.169633507853403,Physiological-Clinical,Short span length
381,1,1,0.169633507853403,Physiological-Clinical,Short span length
382,1,1,0.169633507853403,Physiological-Clinical,Short span length
383,1,1,0.169633507853403,Physiological-Clinical,Short span length
384,1,1,0.169633507853403,Physiological-Clinical,Short span length
385,1,1,0.169633507853403,Physiological-Clinical,Short span length
386,1,1,0.169633507853403,Physiological-Clinical,Short span length
387,1,1,0.169633507853403,Life-Impact,Short span length
388,1,1,0.169633507853403,Life-Impact,Short span length
389,1,1,0.169633507853403,Life-Impact,Short span length
390,1,1,0.169633507853403,Resource-use,Short span length
391,1,1,0.169633507853403,Physiological-Clinical,Short span length
392,1,1,0.169633507853403,Physiological-Clinical,Short span length
393,1,1,0.169633507853403,Physiological-Clinical,Short span length
394,1,1,0.169633507853403,Physiological-Clinical,Short span length
395,1,1,0.169633507853403,Life-Impact,Short span length
396,1,1,0.169633507853403,Life-Impact,Short span length
397,1,1,0.169633507853403,Life-Impact,Short span length
398,1,1,0.169633507853403,Physiological-Clinical,Short span length
399,1,1,0.169633507853403,Physiological-Clinical,Short span length
400,1,1,0.169633507853403,Physiological-Clinical,Short span length
401,1,1,0.169633507853403,Physiological-Clinical,Short span length
402,1,1,0.169633507853403,Physiological-Clinical,Short span length
403,1,1,0.169633507853403,Physiological-Clinical,Short span length
404,1,1,0.169633507853403,Life-Impact,Short span length
405,1,1,0.169633507853403,Life-Impact,Short span length
406,1,1,0.169633507853403,Physiological-Clinical,Short span length
407,1,1,0.169633507853403,Physiological-Clinical,Short span length
408,1,1,0.169633507853403,Life-Impact,Short span length
409,1,1,0.169633507853403,Physiological-Clinical,Short span length
410,1,1,0.169633507853403,Physiological-Clinical,Short span length
411,1,1,0.169633507853403,Mortality,Short span length
412,1,1,0.169633507853403,Physiological-Clinical,Short span length
413,1,1,0.169633507853403,Life-Impact,Short span length
414,1,1,0.169633507853403,Physiological-Clinical,Short span length
415,1,1,0.169633507853403,Physiological-Clinical,Short span length
416,1,1,0.169633507853403,Physiological-Clinical,Short span length
417,1,1,0.169633507853403,Life-Impact,Short span length
418,1,1,0.169633507853403,Physiological-Clinical,Short span length
419,1,1,0.169633507853403,Physiological-Clinical,Short span length
420,1,1,0.169633507853403,Physiological-Clinical,Short span length
421,1,1,0.169633507853403,Physiological-Clinical,Short span length
422,1,1,0.169633507853403,Physiological-Clinical,Short span length
423,1,1,0.169633507853403,Physiological-Clinical,Short span length
424,1,1,0.169633507853403,Resource-use,Short span length
425,1,1,0.169633507853403,Resource-use,Short span length
426,1,1,0.169633507853403,Mortality,Short span length
427,1,1,0.169633507853403,Life-Impact,Short span length
428,1,1,0.169633507853403,Physiological-Clinical,Short span length
429,1,1,0.169633507853403,Resource-use,Short span length
430,1,1,0.169633507853403,Life-Impact,Short span length
431,1,1,0.169633507853403,Life-Impact,Short span length
432,1,1,0.169633507853403,Life-Impact,Short span length
433,1,1,0.169633507853403,Physiological-Clinical,Short span length
434,1,1,0.169633507853403,Physiological-Clinical,Short span length
435,1,1,0.169633507853403,Life-Impact,Short span length
436,1,1,0.169633507853403,Life-Impact,Short span length
437,1,1,0.169633507853403,Life-Impact,Short span length
438,1,1,0.169633507853403,Life-Impact,Short span length
439,1,1,0.169633507853403,Physiological-Clinical,Short span length
440,1,1,0.169633507853403,Physiological-Clinical,Short span length
441,1,1,0.169633507853403,Physiological-Clinical,Short span length
442,1,1,0.169633507853403,Physiological-Clinical,Short span length
443,1,1,0.169633507853403,Physiological-Clinical,Short span length
444,1,1,0.169633507853403,Life-Impact,Short span length
445,1,1,0.169633507853403,Physiological-Clinical,Short span length
446,1,1,0.169633507853403,Life-Impact,Short span length
447,1,1,0.169633507853403,Physiological-Clinical,Short span length
448,1,1,0.169633507853403,Resource-use,Short span length
449,1,1,0.169633507853403,Physiological-Clinical,Short span length
450,1,1,0.169633507853403,Physiological-Clinical,Short span length
451,1,1,0.169633507853403,Physiological-Clinical,Short span length
452,1,1,0.169633507853403,Life-Impact,Short span length
453,1,1,0.169633507853403,Physiological-Clinical,Short span length
454,1,1,0.169633507853403,Life-Impact,Short span length
455,1,1,0.169633507853403,Physiological-Clinical,Short span length
456,1,1,0.169633507853403,Life-Impact,Short span length
457,1,1,0.169633507853403,Life-Impact,Short span length
458,1,1,0.169633507853403,Resource-use,Short span length
459,1,1,0.169633507853403,Life-Impact,Short span length
460,1,1,0.169633507853403,Adverse-effects,Short span length
461,1,1,0.169633507853403,Resource-use,Short span length
462,1,1,0.169633507853403,Life-Impact,Short span length
463,1,1,0.169633507853403,Physiological-Clinical,Short span length
464,1,1,0.169633507853403,Life-Impact,Short span length
465,1,1,0.169633507853403,Life-Impact,Short span length
466,1,1,0.169633507853403,Physiological-Clinical,Short span length
467,1,1,0.169633507853403,Physiological-Clinical,Short span length
468,1,1,0.169633507853403,Physiological-Clinical,Short span length
469,1,1,0.169633507853403,Physiological-Clinical,Short span length
470,1,1,0.169633507853403,Life-Impact,Short span length
471,1,1,0.169633507853403,Life-Impact,Short span length
472,1,1,0.169633507853403,Life-Impact,Short span length
473,1,1,0.169633507853403,Life-Impact,Short span length
474,1,1,0.169633507853403,Physiological-Clinical,Short span length
475,1,1,0.169633507853403,Physiological-Clinical,Short span length
476,1,1,0.169633507853403,Physiological-Clinical,Short span length
477,1,1,0.169633507853403,Physiological-Clinical,Short span length
478,1,1,0.169633507853403,Physiological-Clinical,Short span length
479,1,1,0.169633507853403,Physiological-Clinical,Short span length
480,1,1,0.169633507853403,Physiological-Clinical,Short span length
481,1,1,0.169633507853403,Physiological-Clinical,Short span length
482,1,1,0.169633507853403,Physiological-Clinical,Short span length
483,1,1,0.169633507853403,Physiological-Clinical,Short span length
484,1,1,0.169633507853403,Physiological-Clinical,Short span length
485,1,1,0.169633507853403,Physiological-Clinical,Short span length
486,1,1,0.169633507853403,Physiological-Clinical,Short span length
487,1,1,0.169633507853403,Physiological-Clinical,Short span length
488,1,1,0.169633507853403,Physiological-Clinical,Short span length
489,1,1,0.169633507853403,Physiological-Clinical,Short span length
490,1,1,0.169633507853403,Physiological-Clinical,Short span length
491,1,1,0.169633507853403,Life-Impact,Short span length
492,1,1,0.169633507853403,Life-Impact,Short span length
493,1,1,0.169633507853403,Physiological-Clinical,Short span length
494,1,1,0.169633507853403,Physiological-Clinical,Short span length
495,1,1,0.169633507853403,Physiological-Clinical,Short span length
496,1,1,0.169633507853403,Life-Impact,Short span length
497,1,1,0.169633507853403,Life-Impact,Short span length
498,1,1,0.169633507853403,Life-Impact,Short span length
499,1,1,0.169633507853403,Life-Impact,Short span length
500,1,1,0.169633507853403,Physiological-Clinical,Short span length
501,1,1,0.169633507853403,Physiological-Clinical,Short span length
